FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY22,2022-Q3,2022-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15435,12348,3087,423,66,15,9,22
FY22,2022-Q3,2022-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,15148,12118,3030,360,63,10,9,23
FY22,2022-Q3,2022-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15570,12456,3114,0,408,14,11,20
FY22,2022-Q3,2022-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,15792,12634,3158,0,212,10,9,24
FY22,2022-Q3,2022-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,16235,12988,3247,0,430,13,10,22
FY22,2022-Q4,2022-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,15984,12787,3197,318,54,13,12,22
FY22,2022-Q4,2022-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15627,12502,3125,436,61,18,10,19
FY22,2022-Q4,2022-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,16219,12975,3244,0,575,17,9,25
FY22,2022-Q4,2022-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16071,12857,3214,228,69,11,11,20
FY22,2022-Q4,2022-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16500,13200,3300,0,411,18,12,24
FY22,2022-Q4,2022-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,16724,13379,3345,0,208,16,12,20
FY22,2022-Q4,2022-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16192,12954,3238,615,67,16,9,24
FY22,2022-Q4,2022-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16431,13145,3286,0,222,17,9,19
FY22,2022-Q4,2022-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,16971,13577,3394,0,527,13,10,22
FY22,2022-Q4,2022-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,17141,13713,3428,0,151,19,12,25
FY22,2022-Q4,2022-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16941,13553,3388,303,84,19,11,23
FY22,2022-Q4,2022-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,17592,14074,3518,0,638,13,12,21
FY22,2022-Q4,2022-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,17737,14190,3547,0,132,13,10,25
FY23,2023-Q1,2023-W01,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17111,13689,3422,710,66,18,10,24
FY23,2023-Q1,2023-W02,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,16752,13402,3350,459,84,16,9,21
FY23,2023-Q1,2023-W03,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,16980,13584,3396,0,214,14,11,22
FY23,2023-Q1,2023-W04,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,17278,13822,3456,0,278,20,12,23
FY23,2023-Q1,2023-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,16737,13390,3347,620,64,15,12,22
FY23,2023-Q1,2023-W06,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17545,14036,3509,0,792,16,11,21
FY23,2023-Q1,2023-W07,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,16847,13478,3369,765,55,12,11,21
FY23,2023-Q1,2023-W08,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,16814,13451,3363,101,53,15,10,25
FY23,2023-Q1,2023-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,17738,14190,3548,0,910,14,12,21
FY23,2023-Q1,2023-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,17874,14299,3575,0,122,14,11,28
FY23,2023-Q1,2023-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17855,14284,3571,97,63,15,11,22
FY23,2023-Q1,2023-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18030,14424,3606,0,160,15,11,28
FY23,2023-Q1,2023-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18185,14548,3637,0,136,19,12,24
FY23,2023-Q2,2023-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18592,14874,3718,0,394,13,12,28
FY23,2023-Q2,2023-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18005,14404,3601,656,55,14,10,25
FY23,2023-Q2,2023-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,17815,14252,3563,270,64,16,10,28
FY23,2023-Q2,2023-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18097,14478,3619,0,262,20,13,27
FY23,2023-Q2,2023-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18553,14842,3711,0,440,16,11,22
FY23,2023-Q2,2023-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,18723,14978,3745,0,153,17,13,28
FY23,2023-Q2,2023-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,19023,15218,3805,0,285,15,14,26
FY23,2023-Q2,2023-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,18991,15193,3798,115,64,19,11,26
FY23,2023-Q2,2023-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,18921,15137,3784,168,82,16,11,25
FY23,2023-Q2,2023-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,19079,15263,3816,0,140,18,14,25
FY23,2023-Q2,2023-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,18748,14998,3750,420,70,19,13,22
FY23,2023-Q2,2023-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19602,15682,3920,0,842,12,13,24
FY23,2023-Q2,2023-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,19292,15434,3858,381,55,16,13,30
FY23,2023-Q3,2023-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,18993,15194,3799,388,70,19,13,25
FY23,2023-Q3,2023-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,19526,15621,3905,0,519,14,15,26
FY23,2023-Q3,2023-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19805,15844,3961,0,258,21,13,31
FY23,2023-Q3,2023-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,19363,15490,3873,529,73,14,12,28
FY23,2023-Q3,2023-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,19132,15306,3826,349,97,21,13,27
FY23,2023-Q3,2023-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,19463,15570,3893,0,314,17,11,28
FY23,2023-Q3,2023-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,19835,15868,3967,0,359,13,12,25
FY23,2023-Q3,2023-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,19911,15929,3982,24,87,13,12,29
FY23,2023-Q3,2023-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20508,16406,4102,0,575,22,15,24
FY23,2023-Q3,2023-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,20422,16338,4084,168,65,17,14,31
FY23,2023-Q3,2023-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20752,16602,4150,0,317,13,15,30
FY23,2023-Q3,2023-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,20529,16423,4106,317,79,15,13,31
FY23,2023-Q3,2023-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,21085,16868,4217,0,531,25,13,29
FY23,2023-Q4,2023-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,21340,17072,4268,0,238,17,12,27
FY23,2023-Q4,2023-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21067,16854,4213,394,106,15,12,27
FY23,2023-Q4,2023-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,20520,16416,4104,655,86,22,11,31
FY23,2023-Q4,2023-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,20451,16361,4090,168,80,19,15,30
FY23,2023-Q4,2023-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21726,17381,4345,0,1253,22,13,32
FY23,2023-Q4,2023-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,21657,17326,4331,154,66,19,15,31
FY23,2023-Q4,2023-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21264,17011,4253,527,109,25,12,32
FY23,2023-Q4,2023-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21167,16934,4233,225,105,23,14,33
FY23,2023-Q4,2023-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,21500,17200,4300,0,319,14,14,26
FY23,2023-Q4,2023-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,21518,17214,4304,93,91,20,12,26
FY23,2023-Q4,2023-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,22333,17866,4467,0,790,25,16,33
FY23,2023-Q4,2023-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,22247,17798,4449,206,95,25,13,33
FY23,2023-Q4,2023-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,22786,18229,4557,0,514,25,14,27
FY24,2024-Q1,2024-W01,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21507,17206,4301,1369,71,19,14,27
FY24,2024-Q1,2024-W02,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,21563,17250,4313,66,105,17,12,31
FY24,2024-Q1,2024-W03,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,21618,17294,4324,74,111,18,15,27
FY24,2024-Q1,2024-W04,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,21674,17339,4335,52,87,21,15,33
FY24,2024-Q1,2024-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,21851,17481,4370,0,161,16,14,34
FY24,2024-Q1,2024-W06,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,21967,17574,4393,0,91,25,16,27
FY24,2024-Q1,2024-W07,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,22084,17667,4417,0,102,15,15,32
FY24,2024-Q1,2024-W08,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,22200,17760,4440,0,94,22,16,28
FY24,2024-Q1,2024-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,22317,17854,4463,0,99,18,15,34
FY24,2024-Q1,2024-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,22555,18044,4511,0,219,19,15,34
FY24,2024-Q1,2024-W11,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,22732,18186,4546,0,151,26,15,34
FY24,2024-Q1,2024-W12,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,22909,18327,4582,0,158,19,16,29
FY24,2024-Q1,2024-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23361,18689,4672,0,431,21,15,34
FY24,2024-Q2,2024-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23164,18531,4633,312,96,19,16,33
FY24,2024-Q2,2024-W15,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23223,18578,4645,68,108,19,15,31
FY24,2024-Q2,2024-W16,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23282,18626,4656,50,91,18,15,35
FY24,2024-Q2,2024-W17,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,23341,18673,4668,60,94,25,17,28
FY24,2024-Q2,2024-W18,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,23527,18822,4705,0,166,20,15,34
FY24,2024-Q2,2024-W19,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,23649,18919,4730,0,103,19,17,32
FY24,2024-Q2,2024-W20,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,23771,19017,4754,0,106,16,14,33
FY24,2024-Q2,2024-W21,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,23894,19115,4779,0,104,19,17,30
FY24,2024-Q2,2024-W22,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,24017,19214,4803,0,106,17,17,33
FY24,2024-Q2,2024-W23,Data Protection B,Data Protection,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,24266,19413,4853,0,227,22,14,34
FY24,2024-Q2,2024-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,24452,19562,4890,0,166,20,14,35
FY24,2024-Q2,2024-W25,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,24638,19710,4928,0,169,17,17,38
FY24,2024-Q2,2024-W26,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,25110,20088,5022,0,449,23,15,35
FY24,2024-Q3,2024-W27,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,24898,19918,4980,350,110,28,18,32
FY24,2024-Q3,2024-W28,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,24958,19966,4992,90,126,24,18,34
FY24,2024-Q3,2024-W29,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,25016,20013,5003,28,70,16,14,36
FY24,2024-Q3,2024-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,25075,20060,5015,66,109,16,18,35
FY24,2024-Q3,2024-W31,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,25261,20209,5052,0,159,27,17,32
FY24,2024-Q3,2024-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,25384,20307,5077,2,99,26,17,32
FY24,2024-Q3,2024-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,25506,20405,5101,21,115,28,15,30
FY24,2024-Q3,2024-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,25629,20503,5126,0,104,19,18,31
FY24,2024-Q3,2024-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,25751,20601,5150,7,102,27,18,31
FY24,2024-Q3,2024-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,26000,20800,5200,0,223,26,17,37
FY24,2024-Q3,2024-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26186,20949,5237,0,164,22,19,37
FY24,2024-Q3,2024-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,26372,21098,5274,0,169,17,17,37
FY24,2024-Q3,2024-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,26844,21475,5369,0,447,25,20,40
FY24,2024-Q4,2024-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,26666,21333,5333,291,95,18,15,31
FY24,2024-Q4,2024-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26741,21393,5348,40,88,27,15,33
FY24,2024-Q4,2024-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,26817,21454,5363,68,123,21,17,32
FY24,2024-Q4,2024-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26892,21514,5378,37,88,24,15,37
FY24,2024-Q4,2024-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27121,21697,5424,0,207,22,20,35
FY24,2024-Q4,2024-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,27274,21819,5455,0,126,27,20,41
FY24,2024-Q4,2024-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27426,21941,5485,0,134,18,17,37
FY24,2024-Q4,2024-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27578,22062,5516,0,125,27,19,42
FY24,2024-Q4,2024-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,27730,22184,5546,17,141,28,19,34
FY24,2024-Q4,2024-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,28036,22429,5607,0,280,26,18,43
FY24,2024-Q4,2024-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28264,22611,5653,0,203,25,18,37
FY24,2024-Q4,2024-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,28493,22794,5699,0,209,20,18,42
FY24,2024-Q4,2024-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,29067,23254,5813,0,546,28,20,40
FY25,2025-Q1,2025-W01,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,28818,23054,5764,422,145,28,18,38
FY25,2025-Q1,2025-W02,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28871,23097,5774,98,125,26,19,38
FY25,2025-Q1,2025-W03,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,28923,23138,5785,111,144,19,16,37
FY25,2025-Q1,2025-W04,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28976,23181,5795,113,146,20,21,45
FY25,2025-Q1,2025-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,29156,23325,5831,0,150,30,16,38
FY25,2025-Q1,2025-W06,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,29273,23418,5855,52,145,24,18,41
FY25,2025-Q1,2025-W07,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,29390,23512,5878,29,117,29,18,45
FY25,2025-Q1,2025-W08,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,29507,23606,5901,21,117,21,21,39
FY25,2025-Q1,2025-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,29623,23698,5925,27,116,27,21,39
FY25,2025-Q1,2025-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,29868,23894,5974,0,214,31,20,46
FY25,2025-Q1,2025-W11,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,30049,24039,6010,0,159,22,21,39
FY25,2025-Q1,2025-W12,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,30230,24184,6046,0,159,22,19,45
FY25,2025-Q1,2025-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,30699,24559,6140,0,438,31,21,45
FY25,2025-Q2,2025-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,30486,24389,6097,392,158,21,21,45
FY25,2025-Q2,2025-W15,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,30542,24434,6108,87,120,23,21,36
