FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY24,2024-Q3,2024-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,40,10,0,0,Field
FY24,2024-Q3,2024-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,25506,20405,5101,21,69,17,15,30,Tech
FY24,2024-Q3,2024-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,46,11,0,0,Field
FY24,2024-Q3,2024-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,25629,20503,5126,0,62,11,18,31,Tech
FY24,2024-Q3,2024-W34,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,42,8,0,0,Field
FY24,2024-Q3,2024-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,25751,20601,5150,7,61,16,18,31,Tech
FY24,2024-Q3,2024-W35,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,41,11,0,0,Field
FY24,2024-Q3,2024-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,26000,20800,5200,0,134,16,17,37,Tech
FY24,2024-Q3,2024-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,89,10,0,0,Field
FY24,2024-Q3,2024-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26186,20949,5237,0,98,13,19,37,Tech
FY24,2024-Q3,2024-W37,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,66,9,0,0,Field
FY24,2024-Q3,2024-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,26372,21098,5274,0,101,10,17,37,Tech
FY24,2024-Q3,2024-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,68,7,0,0,Field
FY24,2024-Q3,2024-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,26844,21475,5369,0,268,15,20,40,Tech
FY24,2024-Q3,2024-W39,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,179,10,0,0,Field
FY24,2024-Q4,2024-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,26666,21333,5333,291,57,11,15,31,Tech
FY24,2024-Q4,2024-W40,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,38,7,0,0,Field
FY24,2024-Q4,2024-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26741,21393,5348,40,53,16,15,33,Tech
FY24,2024-Q4,2024-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,35,11,0,0,Field
FY24,2024-Q4,2024-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,26817,21454,5363,68,74,13,17,32,Tech
FY24,2024-Q4,2024-W42,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,49,8,0,0,Field
FY24,2024-Q4,2024-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,26892,21514,5378,37,53,14,15,37,Tech
FY24,2024-Q4,2024-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,35,10,0,0,Field
FY24,2024-Q4,2024-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27121,21697,5424,0,124,13,20,35,Tech
FY24,2024-Q4,2024-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,83,9,0,0,Field
FY24,2024-Q4,2024-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,27274,21819,5455,0,76,16,20,41,Tech
FY24,2024-Q4,2024-W45,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,50,11,0,0,Field
FY24,2024-Q4,2024-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27426,21941,5485,0,80,11,17,37,Tech
FY24,2024-Q4,2024-W46,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,54,7,0,0,Field
FY24,2024-Q4,2024-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,27578,22062,5516,0,75,16,19,42,Tech
FY24,2024-Q4,2024-W47,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,50,11,0,0,Field
FY24,2024-Q4,2024-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,27730,22184,5546,17,85,17,19,34,Tech
FY24,2024-Q4,2024-W48,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,56,11,0,0,Field
FY24,2024-Q4,2024-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,28036,22429,5607,0,168,16,18,43,Tech
FY24,2024-Q4,2024-W49,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,112,10,0,0,Field
FY24,2024-Q4,2024-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28264,22611,5653,0,122,15,18,37,Tech
FY24,2024-Q4,2024-W50,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,81,10,0,0,Field
FY24,2024-Q4,2024-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,28493,22794,5699,0,125,12,18,42,Tech
FY24,2024-Q4,2024-W51,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,84,8,0,0,Field
FY24,2024-Q4,2024-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,29067,23254,5813,0,328,17,20,40,Tech
FY24,2024-Q4,2024-W52,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,218,11,0,0,Field
FY25,2025-Q1,2025-W01,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,28818,23054,5764,422,87,17,18,38,Tech
FY25,2025-Q1,2025-W01,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,58,11,0,0,Field
FY25,2025-Q1,2025-W02,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28871,23097,5774,98,75,16,19,38,Tech
FY25,2025-Q1,2025-W02,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,50,10,0,0,Field
FY25,2025-Q1,2025-W03,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,28923,23138,5785,111,86,11,16,37,Tech
FY25,2025-Q1,2025-W03,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,58,8,0,0,Field
FY25,2025-Q1,2025-W04,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,28976,23181,5795,113,88,12,21,45,Tech
FY25,2025-Q1,2025-W04,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,58,8,0,0,Field
FY25,2025-Q1,2025-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,29156,23325,5831,0,90,18,16,38,Tech
FY25,2025-Q1,2025-W05,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,60,12,0,0,Field
FY25,2025-Q1,2025-W06,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,29273,23418,5855,52,87,14,18,41,Tech
FY25,2025-Q1,2025-W06,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,58,10,0,0,Field
FY25,2025-Q1,2025-W07,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,29390,23512,5878,29,70,17,18,45,Tech
FY25,2025-Q1,2025-W07,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,47,12,0,0,Field
FY25,2025-Q1,2025-W08,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,29507,23606,5901,21,70,13,21,39,Tech
FY25,2025-Q1,2025-W08,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,47,8,0,0,Field
FY25,2025-Q1,2025-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,29623,23698,5925,27,70,16,21,39,Tech
FY25,2025-Q1,2025-W09,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,46,11,0,0,Field
FY25,2025-Q1,2025-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,29868,23894,5974,0,128,19,20,46,Tech
FY25,2025-Q1,2025-W10,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,86,12,0,0,Field
FY25,2025-Q1,2025-W11,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,30049,24039,6010,0,95,13,21,39,Tech
FY25,2025-Q1,2025-W11,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,64,9,0,0,Field
FY25,2025-Q1,2025-W12,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,30230,24184,6046,0,95,13,19,45,Tech
FY25,2025-Q1,2025-W12,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,64,9,0,0,Field
FY25,2025-Q1,2025-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,30699,24559,6140,0,263,19,21,45,Tech
FY25,2025-Q1,2025-W13,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,175,12,0,0,Field
FY25,2025-Q2,2025-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,30486,24389,6097,392,95,13,21,45,Tech
FY25,2025-Q2,2025-W14,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,63,8,0,0,Field
FY25,2025-Q2,2025-W15,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,30542,24434,6108,87,72,14,21,36,Tech
FY25,2025-Q2,2025-W15,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,48,9,0,0,Field
FY25,2025-Q2,2025-W16,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,30598,24478,6120,117,82,22,21,46,Tech
FY25,2025-Q2,2025-W16,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,55,14,0,0,Field
FY25,2025-Q2,2025-W17,Data Protection B,Data Protection,Americas,Unit B,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,30654,24523,6131,92,71,18,19,46,Tech
FY25,2025-Q2,2025-W17,Data Protection B,Data Protection,Americas,Unit B,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,47,12,0,0,Field
FY25,2025-Q2,2025-W18,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,30844,24675,6169,4,96,20,20,38,Tech
FY25,2025-Q2,2025-W18,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,64,14,0,0,Field
FY25,2025-Q2,2025-W19,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,30967,24774,6193,44,83,17,21,47,Tech
FY25,2025-Q2,2025-W19,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,56,11,0,0,Field
FY25,2025-Q2,2025-W20,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,31090,24872,6218,4,55,22,20,43,Tech
FY25,2025-Q2,2025-W20,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,36,14,0,0,Field
FY25,2025-Q2,2025-W21,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,31213,24970,6243,4,61,15,20,37,Tech
FY25,2025-Q2,2025-W21,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,41,10,0,0,Field
FY25,2025-Q2,2025-W22,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,31336,25069,6267,14,61,21,19,40,Tech
FY25,2025-Q2,2025-W22,Data Protection B,Data Protection,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,41,14,0,0,Field
FY25,2025-Q2,2025-W23,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,31593,25274,6319,0,132,22,21,39,Tech
FY25,2025-Q2,2025-W23,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,88,15,0,0,Field
FY25,2025-Q2,2025-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,31782,25426,6356,0,92,22,21,45,Tech
FY25,2025-Q2,2025-W24,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,61,14,0,0,Field
FY25,2025-Q2,2025-W25,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,31972,25578,6394,0,94,20,21,39,Tech
FY25,2025-Q2,2025-W25,Data Protection B,Data Protection,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,62,14,0,0,Field
FY25,2025-Q2,2025-W26,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,32463,25970,6493,0,275,20,23,39,Tech
FY25,2025-Q2,2025-W26,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,183,13,0,0,Field
FY25,2025-Q3,2025-W27,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,32235,25788,6447,391,81,17,22,44,Tech
FY25,2025-Q3,2025-W27,Data Protection B,Data Protection,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,54,11,0,0,Field
FY25,2025-Q3,2025-W28,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,32291,25833,6458,133,98,15,19,50,Tech
FY25,2025-Q3,2025-W28,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,66,10,0,0,Field
FY25,2025-Q3,2025-W29,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,32347,25878,6469,71,62,14,19,38,Tech
FY25,2025-Q3,2025-W29,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,42,9,0,0,Field
FY25,2025-Q3,2025-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,32403,25922,6481,125,88,21,20,48,Tech
FY25,2025-Q3,2025-W30,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,58,14,0,0,Field
FY25,2025-Q3,2025-W31,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,32593,26074,6519,0,97,17,22,40,Tech
FY25,2025-Q3,2025-W31,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,65,11,0,0,Field
FY25,2025-Q3,2025-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,32716,26173,6543,73,97,21,23,41,Tech
FY25,2025-Q3,2025-W32,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,64,14,0,0,Field
FY25,2025-Q3,2025-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,32839,26271,6568,9,62,17,20,45,Tech
FY25,2025-Q3,2025-W33,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,42,11,0,0,Field
FY25,2025-Q3,2025-W34,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,32962,26370,6592,2,57,18,21,44,Tech
FY25,2025-Q3,2025-W34,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,38,12,0,0,Field
FY25,2025-Q3,2025-W35,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,33084,26467,6617,52,84,20,22,46,Tech
FY25,2025-Q3,2025-W35,Data Protection B,Data Protection,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,56,14,0,0,Field
FY25,2025-Q3,2025-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,33341,26673,6668,0,134,20,24,47,Tech
FY25,2025-Q3,2025-W36,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,90,13,0,0,Field
FY25,2025-Q3,2025-W37,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,33531,26825,6706,0,92,22,19,41,Tech
FY25,2025-Q3,2025-W37,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,62,14,0,0,Field
FY25,2025-Q3,2025-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,33720,26976,6744,0,95,19,21,40,Tech
FY25,2025-Q3,2025-W38,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,63,12,0,0,Field
FY25,2025-Q3,2025-W39,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,34211,27369,6842,0,279,16,23,47,Tech
FY25,2025-Q3,2025-W39,Data Protection B,Data Protection,Americas,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,186,10,0,0,Field
FY25,2025-Q4,2025-W40,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,34018,27214,6804,380,95,17,25,46,Tech
FY25,2025-Q4,2025-W40,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,64,11,0,0,Field
FY25,2025-Q4,2025-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,34092,27274,6818,105,85,23,21,53,Tech
FY25,2025-Q4,2025-W41,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,56,15,0,0,Field
FY25,2025-Q4,2025-W42,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,34165,27332,6833,62,58,23,21,51,Tech
FY25,2025-Q4,2025-W42,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,38,16,0,0,Field
FY25,2025-Q4,2025-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,34238,27390,6848,97,80,22,24,44,Tech
FY25,2025-Q4,2025-W43,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,54,14,0,0,Field
FY25,2025-Q4,2025-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,34474,27579,6895,0,119,23,20,41,Tech
FY25,2025-Q4,2025-W44,Data Protection B,Data Protection,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,79,15,0,0,Field
FY25,2025-Q4,2025-W45,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,34628,27702,6926,8,84,13,25,54,Tech
FY25,2025-Q4,2025-W45,Data Protection B,Data Protection,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,56,9,0,0,Field
FY25,2025-Q4,2025-W46,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,34782,27826,6956,33,89,23,24,47,Tech
FY25,2025-Q4,2025-W46,Data Protection B,Data Protection,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,59,16,0,0,Field
